,word,Letter1,Letter2,Letter3,Letter4,Letter5,is_word
8309093,seton,s,e,t,o,n,1
8309214,sette,s,e,t,t,e,1
8309251,setup,s,e,t,u,p,1
8309682,seule,s,e,u,l,e,1
8309736,seung,s,e,u,n,g,1
8310185,seven,s,e,v,e,n,1
8310189,sever,s,e,v,e,r,1
8310851,sewed,s,e,w,e,d,1
8310865,sewer,s,e,w,e,r,1
8311527,sexed,s,e,x,e,d,1
8311542,sexes,s,e,x,e,s,1
8311932,sexts,s,e,x,t,s,1
8312103,seyah,s,e,y,a,h,1
8336445,sgian,s,g,i,a,n,1
8348646,shabu,s,h,a,b,u,1
8348662,shack,s,h,a,c,k,1
8348682,shade,s,h,a,d,e,1
8348692,shado,s,h,a,d,o,1
8348702,shady,s,h,a,d,y,1
8348734,shafe,s,h,a,f,e,1
8348749,shaft,s,h,a,f,t,1
8348774,shags,s,h,a,g,s,1
8348790,shahi,s,h,a,h,i,1
8348860,shaka,s,h,a,k,a,1
8348864,shake,s,h,a,k,e,1
8348880,shaku,s,h,a,k,u,1
8348884,shaky,s,h,a,k,y,1
8348890,shale,s,h,a,l,e,1
8348897,shall,s,h,a,l,l,1
8348905,shalt,s,h,a,l,t,1
8348906,shalu,s,h,a,l,u,1
8348912,shama,s,h,a,m,a,1
8348916,shame,s,h,a,m,e,1
8348930,shams,s,h,a,m,s,1
8348932,shamu,s,h,a,m,u,1
8348936,shamy,s,h,a,m,y,1
8348938,shana,s,h,a,n,a,1
8348942,shane,s,h,a,n,e,1
8348944,shang,s,h,a,n,g,1
8348948,shank,s,h,a,n,k,1
8348957,shant,s,h,a,n,t,1
8348994,shape,s,h,a,p,e,1
8349045,shard,s,h,a,r,d,1
8349046,share,s,h,a,r,e,1
8349050,shari,s,h,a,r,i,1
8349052,shark,s,h,a,r,k,1
8349057,sharp,s,h,a,r,p,1
8349061,shart,s,h,a,r,t,1
8349066,shary,s,h,a,r,y,1
8349133,shaun,s,h,a,u,n,1
8349146,shava,s,h,a,v,a,1
8349150,shave,s,h,a,v,e,1
8349183,shawl,s,h,a,w,l,1
8349185,shawn,s,h,a,w,n,1
8349242,shays,s,h,a,y,s,1
8351309,sheaf,s,h,e,a,f,1
8351317,shean,s,h,e,a,n,1
8351321,shear,s,h,e,a,r,1
8351330,sheba,s,h,e,b,a,1
8351400,sheds,s,h,e,d,s,1
8351421,sheen,s,h,e,e,n,1
8351423,sheep,s,h,e,e,p,1
8351425,sheer,s,h,e,e,r,1
8351427,sheet,s,h,e,e,t,1
8351522,sheik,s,h,e,i,k,1
8351530,sheis,s,h,e,i,s,1
8351595,shelf,s,h,e,l,f,1
8351601,shell,s,h,e,l,l,1
8351608,shels,s,h,e,l,s,1
8351616,shema,s,h,e,m,a,1
8351648,sheng,s,h,e,n,g,1
8351750,shere,s,h,e,r,e,1
8351754,sheri,s,h,e,r,i,1
8351758,sherm,s,h,e,r,m,1
8351790,shess,s,h,e,s,s,1
8351889,shewn,s,h,e,w,n,1
8354034,shiba,s,h,i,b,a,1
8354115,shied,s,h,i,e,d,1
8354130,shies,s,h,i,e,s,1
8354157,shift,s,h,i,f,t,1
8354158,shifu,s,h,i,f,u,1
8354168,shige,s,h,i,g,e,1
8354268,shika,s,h,i,k,a,1
8354276,shiki,s,h,i,k,i,1
8354305,shill,s,h,i,l,l,1
8354308,shilo,s,h,i,l,o,1
8354320,shima,s,h,i,m,a,1
8354350,shine,s,h,i,n,e,1
8354352,shing,s,h,i,n,g,1
8354360,shino,s,h,i,n,o,1
8354364,shins,s,h,i,n,s,1
8354366,shinu,s,h,i,n,u,1
8354370,shiny,s,h,i,n,y,1
8354385,shion,s,h,i,o,n,1
8354416,ships,s,h,i,p,s,1
8354450,shira,s,h,i,r,a,1
8354454,shire,s,h,i,r,e,1
8354458,shiri,s,h,i,r,i,1
8354460,shirk,s,h,i,r,k,1
8354464,shiro,s,h,i,r,o,1
8354469,shirt,s,h,i,r,t,1
8354470,shiru,s,h,i,r,u,1
8354483,shish,s,h,i,s,h,1
8354490,shiso,s,h,i,s,o,1
8354502,shita,s,h,i,t,a,1
8354506,shite,s,h,i,t,e,1
8354513,shitl,s,h,i,t,l,1
8354520,shits,s,h,i,t,s,1
8354521,shitt,s,h,i,t,t,1
8354526,shity,s,h,i,t,y,1
8354554,shiva,s,h,i,v,a,1
8354558,shive,s,h,i,v,e,1
8354572,shivs,s,h,i,v,s,1
8354652,shiyu,s,h,i,y,u,1
8356557,shlub,s,h,l,u,b,1
8358075,shoal,s,h,o,a,l,1
8358126,shock,s,h,o,c,k,1
8358171,shoed,s,h,o,e,d,1
8358186,shoes,s,h,o,e,s,1
8358228,shogi,s,h,o,g,i,1
8358306,shoji,s,h,o,j,i,1
8358312,shojo,s,h,o,j,o,1
8358338,shoko,s,h,o,k,o,1
8358353,shold,s,h,o,l,d,1
8358354,shole,s,h,o,l,e,1
8358402,shona,s,h,o,n,a,1
8358406,shone,s,h,o,n,e,1
8358438,shook,s,h,o,o,k,1
8358439,shool,s,h,o,o,l,1
8358441,shoon,s,h,o,o,n,1
8358443,shoop,s,h,o,o,p,1
8358446,shoos,s,h,o,o,s,1
8358447,shoot,s,h,o,o,t,1
8358472,shops,s,h,o,p,s,1
8358510,shore,s,h,o,r,e,1
8358519,shorn,s,h,o,r,n,1
8358525,short,s,h,o,r,t,1
8358558,shota,s,h,o,t,a,1
8358576,shots,s,h,o,t,s,1
8358587,shoud,s,h,o,u,d,1
8358595,shoul,s,h,o,u,l,1
8358603,shout,s,h,o,u,t,1
8358614,shove,s,h,o,v,e,1
8358649,shown,s,h,o,w,n,1
8358654,shows,s,h,o,w,s,1
8358658,showw,s,h,o,w,w,1
8358660,showy,s,h,o,w,y,1
8360105,shran,s,h,r,a,n,1
8360199,shred,s,h,r,e,d,1
8360200,shree,s,h,r,e,e,1
8360206,shrek,s,h,r,e,k,1
8360218,shrew,s,h,r,e,w,1
8360312,shrim,s,h,r,i,m,1
8360613,shrub,s,h,r,u,b,1
8360618,shrug,s,h,r,u,g,1
8361454,shtak,s,h,t,a,k,1
8361965,shtub,s,h,t,u,b,1
8361976,shtum,s,h,t,u,m,1
8361979,shtup,s,h,t,u,p,1
8362182,shuck,s,h,u,c,k,1
8362392,shukm,s,h,u,k,m,1
8362409,shuld,s,h,u,l,d,1
8362476,shuns,s,h,u,n,s,1
8362477,shunt,s,h,u,n,t,1
8362562,shura,s,h,u,r,a,1
8362566,shure,s,h,u,r,e,1
8362595,shush,s,h,u,s,h,1
8362632,shuts,s,h,u,t,s,1
8362744,shuya,s,h,u,y,a,1
8363478,shwag,s,h,w,a,g,1
8364836,shyam,s,h,y,a,m,1
8364945,shyer,s,h,y,e,r,1
8365134,shyly,s,h,y,l,y,1
8366502,siamo,s,i,a,m,o,1
8367487,sibyl,s,i,b,y,l,1
8367728,sichs,s,i,c,h,s,1
8367802,sicko,s,i,c,k,o,1
8367806,sicks,s,i,c,k,s,1
8367812,sicky,s,i,c,k,y,1
8368067,sicut,s,i,c,u,t,1
8368311,sided,s,i,d,e,d,1
8368326,sides,s,i,d,e,s,1
8368494,sidle,s,i,d,l,e,1
8369040,siege,s,i,e,g,e,1
8369081,sieht,s,i,e,h,t,1
8369218,siena,s,i,e,n,a,1
8369378,siete,s,i,e,t,e,1
8369430,sieve,s,i,e,v,e,1
8369534,sieze,s,i,e,z,e,1
8370068,sifts,s,i,f,t,s,1
8370318,sigdi,s,i,g,d,i,1
8370392,sigge,s,i,g,g,e,1
8370432,sighs,s,i,g,h,s,1
8370433,sight,s,i,g,h,t,1
8370451,sigil,s,i,g,i,l,1
8370544,sigma,s,i,g,m,a,1
8370570,signa,s,i,g,n,a,1
8370574,signe,s,i,g,n,e,1
8370584,signo,s,i,g,n,o,1
8370588,signs,s,i,g,n,s,1
8370756,sigue,s,i,g,u,e,1
8373058,sikes,s,i,k,e,s,1
8373136,sikhs,s,i,k,h,s,1
8373630,silas,s,i,l,a,s,1
8373631,silat,s,i,l,a,t,1
8373890,silks,s,i,l,k,s,1
8373896,silky,s,i,l,k,y,1
8373898,silla,s,i,l,l,a,1
8373916,sills,s,i,l,l,s,1
8373922,silly,s,i,l,l,y,1
8373994,silos,s,i,l,o,s,1
8374124,silts,s,i,l,t,s,1
8374130,silty,s,i,l,t,y,1
8374150,silus,s,i,l,u,s,1
8374158,silva,s,i,l,v,a,1
8374314,simba,s,i,m,b,a,1
8374618,simms,s,i,m,m,s,1
8374665,simon,s,i,m,o,n,1
8374972,sinai,s,i,n,a,i,1
8375020,since,s,i,n,c,e,1
8375090,sinew,s,i,n,e,w,1
8375124,singe,s,i,n,g,e,1
8375127,singh,s,i,n,g,h,1
8375138,sings,s,i,n,g,s,1
8375242,sinks,s,i,n,k,s,1
8375466,sinti,s,i,n,t,i,1
8375472,sinto,s,i,n,t,o,1
8375502,sinus,s,i,n,u,s,1
8376183,sioux,s,i,o,u,x,1
8376438,sipes,s,i,p,e,s,1
8376730,sippy,s,i,p,p,y,1
8377775,sired,s,i,r,e,d,1
8377776,siree,s,i,r,e,e,1
8377785,siren,s,i,r,e,n,1
8377790,sires,s,i,r,e,s,1
8378355,sisal,s,i,s,a,l,1
8378618,sisko,s,i,s,k,o,1
8378820,sissi,s,i,s,s,i,1
8378836,sissy,s,i,s,s,y,1
8378838,sista,s,i,s,t,a,1
8379037,sitar,s,i,t,a,r,1
8379079,sitch,s,i,t,c,h,1
8379127,sited,s,i,t,e,d,1
8379142,sites,s,i,t,e,s,1
8379280,sitka,s,i,t,k,a,1
8379317,sitll,s,i,t,l,l,1
8379514,sitta,s,i,t,t,a,1
8379522,sitti,s,i,t,t,i,1
8379558,situs,s,i,t,u,s,1
8381845,sixer,s,i,x,e,r,1
8381846,sixes,s,i,x,e,s,1
8382225,sixth,s,i,x,t,h,1
8382242,sixty,s,i,x,t,y,1
8383183,sized,s,i,z,e,d,1
8383198,sizes,s,i,z,e,s,1
8383652,sizwe,s,i,z,w,e,1
8401345,skaar,s,k,a,a,r,1
8401625,skall,s,k,a,l,l,1
8401676,skank,s,k,a,n,k,1
8401826,skate,s,k,a,t,e,1
8404155,skeet,s,k,e,e,t,1
8404161,skeez,s,k,e,e,z,1
8404253,skein,s,k,e,i,n,1
8404329,skell,s,k,e,l,l,1
8404333,skelp,s,k,e,l,p,1
8404336,skels,s,k,e,l,s,1
8404622,skews,s,k,e,w,s,1
8406832,skids,s,k,i,d,s,1
8406843,skied,s,k,i,e,d,1
8406857,skier,s,k,i,e,r,1
8406858,skies,s,k,i,e,s,1
8406871,skiff,s,k,i,f,f,1
8407033,skill,s,k,i,l,l,1
8407063,skimp,s,k,i,m,p,1
8407066,skims,s,k,i,m,s,1
8407084,skink,s,k,i,n,k,1
8407092,skins,s,k,i,n,s,1
8407093,skint,s,k,i,n,t,1
8407144,skips,s,k,i,p,s,1
8407189,skirl,s,k,i,r,l,1
8407197,skirt,s,k,i,r,t,1
8407248,skits,s,k,i,t,s,1
8407286,skive,s,k,i,v,e,1
8408781,sklar,s,k,l,a,r,1
8411253,skort,s,k,o,r,t,1
8411267,skosh,s,k,o,s,h,1
8414866,skuas,s,k,u,a,s,1
8415144,skulk,s,k,u,l,k,1
8415145,skull,s,k,u,l,l,1
8415196,skunk,s,k,u,n,k,1
8417946,skype,s,k,y,p,e,1
8418948,slabs,s,l,a,b,s,1
8418966,slack,s,l,a,c,k,1
8418986,slade,s,l,a,d,e,1
8419078,slags,s,l,a,g,s,1
8419125,slain,s,l,a,i,n,1
8419168,slake,s,l,a,k,e,1
8419234,slams,s,l,a,m,s,1
8419248,slang,s,l,a,n,g,1
8419261,slant,s,l,a,n,t,1
8419312,slaps,s,l,a,p,s,1
8419379,slash,s,l,a,s,h,1
8419402,slate,s,l,a,t,e,1
8419416,slats,s,l,a,t,s,1
8419450,slava,s,l,a,v,a,1
8419454,slave,s,l,a,v,e,1
8419546,slays,s,l,a,y,s,1
8421704,sleds,s,l,e,d,s,1
8421722,sleek,s,l,e,e,k,1
8421727,sleep,s,l,e,e,p,1
8421731,sleet,s,l,e,e,t,1
8422017,slept,s,l,e,p,t,1
8424368,slice,s,l,i,c,e,1
8424374,slick,s,l,i,c,k,1
8424394,slide,s,l,i,d,e,1
8424628,slime,s,l,i,m,e,1
8424642,slims,s,l,i,m,s,1
8424648,slimy,s,l,i,m,y,1
8424656,sling,s,l,i,n,g,1
8424660,slink,s,l,i,n,k,1
8424720,slips,s,l,i,p,s,1
8424824,slits,s,l,i,t,s,1
8427748,slnce,s,l,n,c,e,1
8428381,sloan,s,l,o,a,n,1
8428408,slobo,s,l,o,b,o,1
8428412,slobs,s,l,o,b,s,1
8428542,slogs,s,l,o,g,s,1
8428694,slomo,s,l,o,m,o,1
8428747,sloop,s,l,o,o,p,1
8428762,slope,s,l,o,p,e,1
8428776,slops,s,l,o,p,s,1
8428843,slosh,s,l,o,s,h,1
8428869,sloth,s,l,o,t,h,1
8428880,slots,s,l,o,t,s,1
8428928,slovo,s,l,o,v,o,1
8428958,slows,s,l,o,w,s,1
8432598,slugs,s,l,u,g,s,1
8432751,slump,s,l,u,m,p,1
8432754,slums,s,l,u,m,s,1
8432768,slung,s,l,u,n,g,1
8432772,slunk,s,l,u,n,k,1
8432881,slurp,s,l,u,r,p,1
8432884,slurs,s,l,u,r,s,1
8432899,slush,s,l,u,s,h,1
8432936,sluts,s,l,u,t,s,1
8435249,slyer,s,l,y,e,r,1
8435438,slyly,s,l,y,l,y,1
8436542,smack,s,m,a,c,k,1
8436777,small,s,m,a,l,l,1
8436934,smarm,s,m,a,r,m,1
8436941,smart,s,m,a,r,t,1
8436955,smash,s,m,a,s,h,1
8437006,smaug,s,m,a,u,g,1
8439201,smear,s,m,e,a,r,1
8439299,smeel,s,m,e,e,l,1
8439481,smell,s,m,e,l,l,1
8439489,smelt,s,m,e,l,t,1
8442178,smile,s,m,i,l,e,1
8442340,smirk,s,m,i,r,k,1
8442386,smite,s,m,i,t,e,1
8442389,smith,s,m,i,t,h,1
8442400,smits,s,m,i,t,s,1
8445954,smoak,s,m,o,a,k,1
8446006,smock,s,m,o,c,k,1
8446208,smoke,s,m,o,k,e,1
8446218,smoko,s,m,o,k,o,1
8446228,smoky,s,m,o,k,y,1
8446327,smoot,s,m,o,o,t,1
8446442,smote,s,m,o,t,e,1
8450447,smurf,s,m,u,r,f,1
8450475,smush,s,m,u,s,h,1
8450512,smuts,s,m,u,t,s,1
8454118,snack,s,n,a,c,k,1
8454206,snafu,s,n,a,f,u,1
8454230,snags,s,n,a,g,s,1
8454275,snail,s,n,a,i,l,1
8454320,snake,s,n,a,k,e,1
8454340,snaky,s,n,a,k,y,1
8454450,snape,s,n,a,p,e,1
8454464,snaps,s,n,a,p,s,1
8454502,snare,s,n,a,r,e,1
8454503,snarf,s,n,a,r,f,1
8454508,snark,s,n,a,r,k,1
8454509,snarl,s,n,a,r,l,1
8454517,snart,s,n,a,r,t,1
8456770,sneak,s,n,e,a,k,1
8456867,sneed,s,n,e,e,d,1
8456874,sneek,s,n,e,e,k,1
8456881,sneer,s,n,e,e,r,1
8456942,sneha,s,n,e,h,a,1
8459546,snide,s,n,i,d,e,1
8459599,sniff,s,n,i,f,f,1
8459858,snipe,s,n,i,p,e,1
8459872,snips,s,n,i,p,s,1
8460139,snizz,s,n,i,z,z,1
8463564,snobs,s,n,o,b,s,1
8463784,snoke,s,n,o,k,e,1
8463894,snook,s,n,o,o,k,1
8463899,snoop,s,n,o,o,p,1
8463903,snoot,s,n,o,o,t,1
8463966,snore,s,n,o,r,e,1
8463972,snork,s,n,o,r,k,1
8463981,snort,s,n,o,r,t,1
8464032,snots,s,n,o,t,s,1
8464059,snout,s,n,o,u,t,1
8464110,snows,s,n,o,w,s,1
8464116,snowy,s,n,o,w,y,1
8467620,snubs,s,n,u,b,s,1
8467638,snuck,s,n,u,c,k,1
8467711,snuff,s,n,u,f,f,1
8467750,snugs,s,n,u,g,s,1
8467840,snuke,s,n,u,k,e,1
8471910,soaks,s,o,a,k,s,1
8472040,soaps,s,o,a,p,s,1
8472046,soapy,s,o,a,p,y,1
8472092,soars,s,o,a,r,s,1
8472182,soave,s,o,a,v,e,1
8472429,sober,s,o,b,e,r,1
8472520,sobie,s,o,b,i,e,1
8472754,sobre,s,o,b,r,e,1
8472995,socal,s,o,c,a,l,1
8473192,socia,s,o,c,i,a,1
8473206,socio,s,o,c,i,o,1
8473258,socko,s,o,c,k,o,1
8473262,socks,s,o,c,k,s,1
8473366,socos,s,o,c,o,s,1
8473678,sodas,s,o,d,a,s,1
8473872,sodie,s,o,d,i,e,1
8474036,sodom,s,o,d,o,m,1
8474041,sodor,s,o,d,o,r,1
8474873,soeur,s,o,e,u,r,1
8475030,sofas,s,o,f,a,s,1
8475133,sofer,s,o,f,e,r,1
8475220,sofia,s,o,f,i,a,1
8475224,sofie,s,o,f,i,e,1
8475530,softy,s,o,f,t,y,1
8475868,soggy,s,o,g,g,y,1
8476040,sogno,s,o,g,n,o,1
8477344,soils,s,o,i,l,s,1
8477384,soing,s,o,i,n,g,1
8477500,soirs,s,o,i,r,s,1
8478409,sokar,s,o,k,a,r,1
8478652,sokka,s,o,k,k,a,1
8479085,solar,s,o,l,a,r,1
8479154,soldi,s,o,l,d,i,1
8479190,soles,s,o,l,e,s,1
8479195,solex,s,o,l,e,x,1
8479196,soley,s,o,l,e,y,1
8479279,solid,s,o,l,i,d,1
8479294,solis,s,o,l,i,s,1
8479378,solly,s,o,l,l,y,1
8479445,solon,s,o,l,o,n,1
8479450,solos,s,o,l,o,s,1
8479606,solus,s,o,l,u,s,1
8479618,solve,s,o,l,v,e,1
8479852,somee,s,o,m,e,e,1
8479866,somes,s,o,m,e,s,1
8479867,somet,s,o,m,e,t,1
8480060,somme,s,o,m,m,e,1
8480126,somos,s,o,m,o,s,1
8480372,somye,s,o,m,y,e,1
8480431,sonal,s,o,n,a,l,1
8480437,sonar,s,o,n,a,r,1
8480438,sonas,s,o,n,a,s,1
8480594,songs,s,o,n,g,s,1
8480628,sonia,s,o,n,i,a,1
8480630,sonic,s,o,n,i,c,1
8480654,sonja,s,o,n,j,a,1
8480758,sonna,s,o,n,n,a,1
8480782,sonny,s,o,n,n,y,1
8480932,sonts,s,o,n,t,s,1
8481044,sonya,s,o,n,y,a,1
8481323,sooit,s,o,o,i,t,1
8481412,soome,s,o,o,m,e,1
8481438,soone,s,o,o,n,e,1
8481440,soong,s,o,o,n,g,1
8481474,soooo,s,o,o,o,o,1
8481597,sooth,s,o,o,t,h,1
8481614,sooty,s,o,o,t,y,1
8482186,soppy,s,o,p,p,y,1
8483231,sored,s,o,r,e,d,1
8483241,soren,s,o,r,e,n,1
8483245,sorer,s,o,r,e,r,1
8483246,sores,s,o,r,e,s,1
8483585,sorrt,s,o,r,r,t,1
8483587,sorrv,s,o,r,r,v,1
8483590,sorry,s,o,r,r,y,1
8483618,sorta,s,o,r,t,a,1
8483622,sorte,s,o,r,t,e,1
8483636,sorts,s,o,r,t,s,1
8483642,sorty,s,o,r,t,y,1
8484984,sotto,s,o,t,t,o,1
8485204,souca,s,o,u,c,a,1
8485430,souks,s,o,u,k,s,1
8485441,sould,s,o,u,l,d,1
8485456,souls,s,o,u,l,s,1
8485493,sound,s,o,u,n,d,1
8485546,soupe,s,o,u,p,e,1
8485560,soups,s,o,u,p,s,1
8485566,soupy,s,o,u,p,y,1
8485612,sours,s,o,u,r,s,1
8485620,sousa,s,o,u,s,a,1
8485624,souse,s,o,u,s,e,1
8485653,south,s,o,u,t,h,1
8485839,soval,s,o,v,a,l,1
8486611,sowed,s,o,w,e,d,1
8486625,sower,s,o,w,e,r,1
8487985,soyez,s,o,y,e,z,1
8488240,soyou,s,o,y,o,u,1
8489264,space,s,p,a,c,e,1
8489284,spacy,s,p,a,c,y,1
8489290,spade,s,p,a,d,e,1
8489429,spain,s,p,a,i,n,1
8489472,spake,s,p,a,k,e,1
8489556,spank,s,p,a,n,k,1
8489564,spans,s,p,a,n,s,1
8489569,spanx,s,p,a,n,x,1
8489654,spare,s,p,a,r,e,1
8489660,spark,s,p,a,r,k,1
8489668,spars,s,p,a,r,s,1
8489688,spasm,s,p,a,s,m,1
8489694,spass,s,p,a,s,s,1
8489706,spate,s,p,a,t,e,1
8489720,spats,s,p,a,t,s,1
8489793,spawn,s,p,a,w,n,1
8489883,spazz,s,p,a,z,z,1
8491922,speak,s,p,e,a,k,1
8491929,spear,s,p,e,a,r,1
8491972,speci,s,p,e,c,i,1
8491974,speck,s,p,e,c,k,1
8491982,specs,s,p,e,c,s,1
8491983,spect,s,p,e,c,t,1
8492019,speed,s,p,e,e,d,1
8492026,speek,s,p,e,e,k,1
8492176,speke,s,p,e,k,e,1
8492209,spell,s,p,e,l,l,1
8492217,spelt,s,p,e,l,t,1
8492253,spend,s,p,e,n,d,1
8492269,spent,s,p,e,n,t,1
8492366,sperm,s,p,e,r,m,1
8492368,spero,s,p,e,r,o,1
8492387,spesh,s,p,e,s,h,1
8492502,spews,s,p,e,w,s,1
8494668,spica,s,p,i,c,a,1
8494672,spice,s,p,i,c,e,1
8494678,spick,s,p,i,c,k,1
8494686,spics,s,p,i,c,s,1
8494692,spicy,s,p,i,c,y,1
8494723,spied,s,p,i,e,d,1
8494731,spiel,s,p,i,e,l,1
8494738,spies,s,p,i,e,s,1
8494751,spiff,s,p,i,f,f,1
8494772,spiga,s,p,i,g,a,1
8494880,spike,s,p,i,k,e,1
8494900,spiky,s,p,i,k,y,1
8494913,spill,s,p,i,l,l,1
8494921,spilt,s,p,i,l,t,1
8494954,spina,s,p,i,n,a,1
8494958,spine,s,p,i,n,e,1
8494960,sping,s,p,i,n,g,1
8494972,spins,s,p,i,n,s,1
8494978,spiny,s,p,i,n,y,1
8495062,spire,s,p,i,r,e,1
8495072,spiro,s,p,i,r,o,1
8495077,spirt,s,p,i,r,t,1
8495114,spite,s,p,i,t,e,1
8495128,spits,s,p,i,t,s,1
8495135,spitz,s,p,i,t,z,1
8495180,spivs,s,p,i,v,s,1
8496663,splat,s,p,l,a,t,1
8496668,splay,s,p,l,a,y,1
8496871,split,s,p,l,i,t,1
8498734,spock,s,p,o,c,k,1
8498891,spoil,s,p,o,i,l,1
8498936,spoke,s,p,o,k,e,1
8499041,spoof,s,p,o,o,f,1
8499046,spook,s,p,o,o,k,1
8499047,spool,s,p,o,o,l,1
8499049,spoon,s,p,o,o,n,1
8499053,spoor,s,p,o,o,r,1
8499118,spore,s,p,o,r,e,1
8499124,spork,s,p,o,r,k,1
8499133,sport,s,p,o,r,t,1
8499140,sposa,s,p,o,s,a,1
8499154,sposo,s,p,o,s,o,1
8499184,spots,s,p,o,t,s,1
8499211,spout,s,p,o,u,t,1
8500719,sprat,s,p,r,a,t,1
8500724,spray,s,p,r,a,y,1
8500808,spree,s,p,r,e,e,1
8500914,sprig,s,p,r,i,g,1
8500927,sprit,s,p,r,i,t,1
8501070,sprog,s,p,r,o,g,1
8502824,spuds,s,p,u,d,s,1
8502863,spuff,s,p,u,f,f,1
8503044,spume,s,p,u,m,e,1
8503070,spune,s,p,u,n,e,1
8503076,spunk,s,p,u,n,k,1
8503183,spurn,s,p,u,r,n,1
8503188,spurs,s,p,u,r,s,1
8503189,spurt,s,p,u,r,t,1
8520305,squab,s,q,u,a,b,1
8520307,squad,s,q,u,a,d,1
8520323,squat,s,q,u,a,t,1
8520326,squaw,s,q,u,a,w,1
8520513,squib,s,q,u,i,b,1
8520515,squid,s,q,u,i,d,1
8520537,squiz,s,q,u,i,z,1
8529984,sriii,s,r,i,i,i,1
8559525,staan,s,t,a,a,n,1
8559556,stabs,s,t,a,b,s,1
8559568,stace,s,t,a,c,e,1
8559572,staci,s,t,a,c,i,1
8559574,stack,s,t,a,c,k,1
8559588,stacy,s,t,a,c,y,1
8559647,staff,s,t,a,f,f,1
8559653,stafl,s,t,a,f,l,1
8559661,staft,s,t,a,f,t,1
8559672,stage,s,t,a,g,e,1
8559674,stagg,s,t,a,g,g,1
8559686,stags,s,t,a,g,s,1
8559705,stahl,s,t,a,h,l,1
8559723,staid,s,t,a,i,d,1
8559733,stain,s,t,a,i,n,1
8559737,stair,s,t,a,i,r,1
8559776,stake,s,t,a,k,e,1
8559802,stale,s,t,a,l,e,1
8559808,stalk,s,t,a,l,k,1
8559809,stall,s,t,a,l,l,1
8559839,stamp,s,t,a,m,p,1
8559853,stand,s,t,a,n,d,1
8559854,stane,s,t,a,n,e,1
8559856,stang,s,t,a,n,g,1
8559860,stank,s,t,a,n,k,1
8559868,stans,s,t,a,n,s,1
8559869,stant,s,t,a,n,t,1
8559909,staph,s,t,a,p,h,1
8559958,stare,s,t,a,r,e,1
8559964,stark,s,t,a,r,k,1
8559971,starr,s,t,a,r,r,1
8559972,stars,s,t,a,r,s,1
8559973,start,s,t,a,r,t,1
8559978,stary,s,t,a,r,y,1
8559987,stash,s,t,a,s,h,1
8559988,stasi,s,t,a,s,i,1
8560010,state,s,t,a,t,e,1
8560014,stati,s,t,a,t,i,1
8560020,stato,s,t,a,t,o,1
8560024,stats,s,t,a,t,s,1
8560062,stave,s,t,a,v,e,1
8560144,stayi,s,t,a,y,i,1
8560154,stays,s,t,a,y,s,1
8562219,stead,s,t,e,a,d,1
8562226,steak,s,t,e,a,k,1
8562227,steal,s,t,e,a,l,1
8562228,steam,s,t,e,a,m,1
8562323,steed,s,t,e,e,d,1
8562331,steel,s,t,e,e,l,1
8562333,steen,s,t,e,e,n,1
8562335,steep,s,t,e,e,p,1
8562337,steer,s,t,e,e,r,1
8562339,steet,s,t,e,e,t,1
8562345,steez,s,t,e,e,z,1
8562386,stego,s,t,e,g,o,1
8562417,steht,s,t,e,h,t,1
8562437,stein,s,t,e,i,n,1
8562506,stele,s,t,e,l,e,1
8562546,stems,s,t,e,m,s,1
8562568,steno,s,t,e,n,o,1
8562573,stent,s,t,e,n,t,1
8562613,steph,s,t,e,p,h,1
8562624,steps,s,t,e,p,s,1
8562671,stern,s,t,e,r,n,1
8562728,stets,s,t,e,t,s,1
8562766,steve,s,t,e,v,e,1
8562806,stews,s,t,e,w,s,1
8564933,stian,s,t,i,a,n,1
8564979,stich,s,t,i,c,h,1
8564982,stick,s,t,i,c,k,1
8565055,stiff,s,t,i,f,f,1
8565210,stile,s,t,i,l,e,1
8565217,still,s,t,i,l,l,1
8565225,stilt,s,t,i,l,t,1
8565250,stims,s,t,i,m,s,1
8565262,stine,s,t,i,n,e,1
8565264,sting,s,t,i,n,g,1
8565268,stink,s,t,i,n,k,1
8565277,stint,s,t,i,n,t,1
8565380,stirs,s,t,i,r,s,1
8565421,stith,s,t,i,t,h,1
8565466,stiva,s,t,i,v,a,1
8568995,stoat,s,t,o,a,t,1
8569038,stock,s,t,o,c,k,1
8569156,stogy,s,t,o,g,y,1
8569186,stoic,s,t,o,i,c,1
8569240,stoke,s,t,o,k,e,1
8569265,stold,s,t,o,l,d,1
8569266,stole,s,t,o,l,e,1
8569270,stoli,s,t,o,l,i,1
8569273,stoll,s,t,o,l,l,1
8569287,stolz,s,t,o,l,z,1
8569288,stoma,s,t,o,m,a,1
8569303,stomp,s,t,o,m,p,1
8569318,stone,s,t,o,n,e,1
8569320,stong,s,t,o,n,g,1
8569338,stony,s,t,o,n,y,1
8569343,stood,s,t,o,o,d,1
8569351,stool,s,t,o,o,l,1
8569355,stoop,s,t,o,o,p,1
8569366,stopa,s,t,o,p,a,1
8569370,stope,s,t,o,p,e,1
8569377,stopl,s,t,o,p,l,1
8569384,stops,s,t,o,p,s,1
8569422,store,s,t,o,r,e,1
8569428,stork,s,t,o,r,k,1
8569430,storm,s,t,o,r,m,1
8569442,story,s,t,o,r,y,1
8569494,stoty,s,t,o,t,y,1
